Nation:,Type / Application:,Operator:,Contractors:,Equipment:,Configuration:,Propulsion:,Power:,Lifetime:,Mass:,Orbit:,titulo
Russia,"Technology, communication","Southwestern State University (SWSU, YuZGU)","Southwestern State University (SWSU, YuZGU)",,3U Cubesat with handle,None,"Solar cells, batteries",6 months,4.8 kg,"397 km × 407 km, 51.64° (#1); 398 km × 409 km, 51.64° (#2); 401 km × 407 km, 51.64° (#3); 401 km × 408 km, 51.64° (#4)","YuZGU-55 5, ..., 12  (RadioSkaf RS-10, ..., 17)"
Russia,"Technology, communication","Southwestern State University (SWSU, YuZGU), Ryazan State Radio Engineering University","Southwestern State University (SWSU, YuZGU), Ryazan State Radio Engineering University",,3U Cubesat with handle,None,"Solar cells, batteries",6 months,4.8 kg,"397 km × 407 km, 51.64° (#1); 398 km × 409 km, 51.64° (#2); 401 km × 407 km, 51.64° (#3); 401 km × 408 km, 51.64° (#4)","Tsiolkovsky-Ryazan 1, 2"
Russia,Crewed spacecraft,,,,,KTDU-80 (S5.80),"2 deployable fixed solar arrays, batteries",,,"400 km × 400 km, 51.6° (typical)",Soyuz-MS 01 - 20 (11F732A48)
Russia,Cargo,RKK → RAKA,,,,KTDU-80 (S5.80),"2 deployable fixed solar arrays, batteries",,7280 kg,"400 km × 400 km, 51.6° (typical)",Progress-MS 01 - 24
Russia,Cargo,RKK → RAKA,,,,KTDU-80 (S5.80),"2 deployable fixed solar arrays, batteries",,7280 kg,"400 km × 400 km, 51.6° (typical)",Progress-MS 01 - 24
Russia,Crewed spacecraft,,,,,KTDU-80 (S5.80),"2 deployable fixed solar arrays, batteries",,,"400 km × 400 km, 51.6° (typical)",Soyuz-MS 01 - 20 (11F732A48)
Russia,"Reconnaissance, optical",VKO,"TsSKB-Progress (bus), LOMO (payload)",Karat imaging system,SVIT ?,,"2 deployable solar arrays, batteries",5 years,~ 4000 kg ?,"565 km × 579 km, 97.69° (#1)",Bars-M (14F148)
Russia,Cargo,RKK → RAKA,,,,KTDU-80 (S5.80),"2 deployable fixed solar arrays, batteries",,7280 kg,"400 km × 400 km, 51.6° (typical)",Progress-MS 01 - 24
Russia,Life Science,Roskosmos,TsSKB-Progress,,Yantar Bus,,"2 deployable solar arrays, batteries",6 months (design),6266 kg (#1),"559 km × 580 km, 64.89° (#1); 1000 km × 1000 km, ?° (#2)","Bion-M 1, 2, 3 (12KSM)"
Russia,Cargo,RKK → RAKA,,,,KTDU-80 (S5.80),"2 deployable fixed solar arrays, batteries",,7280 kg,"400 km × 400 km, 51.6° (typical)",Progress-MS 01 - 24
Russia,Crewed spacecraft,,,,,KTDU-80 (S5.80),"2 deployable fixed solar arrays, batteries",,,"400 km × 400 km, 51.6° (typical)",Soyuz-MS 01 - 20 (11F732A48)
USA,Instrumented dummy payload,Boeing,"Boeing, Process Fab Inc. (structure)",,Cylinder,None,,,5993 kg,"19027 km × 36406 km, 13.5° (36340 km × 36342 km, 10.0° planned)",DemoSat (HLVOLSDP)
USA,Technology,"Arizona State University (ASU), University of Colorado at Boulder (CU), New Mexico State University (NMSU)","Arizona State University (ASU) (#Sparky), Laboratory for Atmospheric and Space Physics (LASP) at the University of Colorado at Boulder (CU) (#Ralphie), New Mexico State University (NMSU) (#Petey)",CCD Camera,Hexagonal prism,Micropropulsion,"Solar cells, batteries",2-3 days,15 kg,105 km (180 km × 240 km planned),"3CSat 1, 2, 3 (Nanosat 2)"
USA,Early Warning,US Air Force (USAF) → US Space Force (USSF),TRW → Northrop Grumman,?,,?,"4 deployable fixed solar arrays, solar cells, batteries",,2386 kg,GEO,"DSP 14, 15, 16, 17, 18, 19, 20, 21, 22, 23 (Phase 3)"
USA,"SIGINT, ELINT, COMINT","NRO, CIA, NSA",TRW → Northrop Grumman Space Technology,?,"Large Dish Antenna,, smaller TELINT dish antenna, 3-Axis-Stabilization",?,"Solar arrays, batteries",?,,GEO,"Orion 5, 6, 7, 8, 9, 10, 11, 12"
USA,"SIGINT, ELINT, COMINT","NRO, CIA, NSA",TRW → Northrop Grumman Space Technology,?,"Large Dish Antenna,, smaller TELINT dish antenna, 3-Axis-Stabilization",?,"Solar arrays, batteries",?,,GEO,"Orion 5, 6, 7, 8, 9, 10, 11, 12"
USA,"Reconnaissance, electro-optical",NRO,Lockheed → Lockheed Martin,?,Bus-1,?,"Deployable solar arrays, batteries",,13500 kg - 17000 kg,"300 × 500 km (#1 - #5); 300 × 1000 km, 97° (#6 - #9); 395 km × 419 km, 73.57° (#17)",KH-11 / Kennen / Crystal
USA,"Reconnaissance, electro-optical",NRO,Lockheed → Lockheed Martin,?,Bus-1,?,"Deployable solar arrays, batteries",,13500 kg - 17000 kg,"300 × 500 km (#1 - #5); 300 × 1000 km, 97° (#6 - #9); 395 km × 419 km, 73.57° (#17)",KH-11 / Kennen / Crystal
USA,Crewed spacecraft,NASA,Lockheed Martin,,,provided by Delta-4H upper stage,Batteries,~ 4.5 hours,,"185 km × 888 km, 28.6° (parking); -33 km × 5795 km, 28.76° (before reentry)",Orion EFT-1
Japan,"Communication, Meteorology, Navigation",Japanese Ministry of Transport Civil Aviation Bureau & Meteorological Agency,Space Systems/Loral (SS/L),?,SSL-1300,?,"Deployable solar array, batteries",10 years (5 years for the meteorological payload),2900 kg,GEO,"MTSat 1, 1R (Himawari 6)"
Japan,"Earth Observation, Radar",NASDA,,"PALSAR, PRISM, AVNIR-2",,,"Deployable solar array (4 kW EoL), batteries",3 years (design); 5 years (planned),4000 kg,"697 km × 697 km, 98°",ALOS (Daichi)
Japan,Lunar orbiter,"JAXA (ex NASDA, ISAS)",,see above,,IHI BT-4,"Deployable solar array, batteries",1 year,3000 kg,"100 km × 100 km, 95° Lunar orbit",SELENE (Kaguya)
Japan,"Lunar Orbiter, relay",JAXA (ex NASDA),,,,,"Solar cells, batteries",,45 kg,115 km × 2399 km Lunar orbit,"RSat (SELENE Relay Satellite, RStar, Okina)"
Japan,Lunar Orbiter,JAXA (ex NASDA),,,,,"Solar cells, batteries",,45 kg,127 km × 795 km Lunar orbit,"VRAD (SELENE VLBI Radio Satellite, VStar, Ouna)"
International,Communication,Inmarsat,Astrium,L-band payload (all); WAAS payload (#F3),Eurostar-3000GM,?,"2 deployable solar arrays, batteries",13 years,5959 kg (#1); 5958 kg (#2); 5960 kg (#3),GEO,"Inmarsat-4 F1, 2, 3"
International,Communication,Intelsat,Space Systems/Loral (SS/L),"40 C-band transponders, 22 Ku-band transponders, IRIS",SSL-1300,R-4D-11,"2 deployable solar arrays, batteries",16 years,5663 kg (2517 kg dry),GEO,Intelsat 14 (IS 14)
USA,Communication,"EchoStar, Hughes Network Systems",Space Systems/Loral (SS/L),bent-pipe multi-spot beam Ka-band payload,SSL-1300,"?, 4 × SPT-100 plasma thrusters","2 deployable solar arrays, batteries",15 years,6637 kg,GEO,Jupiter 2 / EchoStar 19
USA,Solar sail technology,"Cosmos Studios, Planetary Society",Babakin Space Center (NPO Lavochkin),,,Solar sails (8),"4 deployable fixed solar arrays, batteries",,40 kg,,Cosmos 1
Thailand,Communication,Shin Satellite,Space Systems/Loral (SS/L),"87 Ku-band transponders, 10 Ka-band transponders",SSL-1300S,"?, 4 × SPT-100 plasma thrusters","2 deployable solar arrays, batteries",12 years,"6505 kg, 3400 kg (dry)",GEO,"iPStar 1 (Thaicom 4, MEASAT 5, Synertone 1)"
France,Military communication,DGA,Alcatel Alenia Space (formerly Alcatel Space),SHF and EHF transponders,Spacebus-4000B3,S400,"2 deployable solar arrays, batteries",,3725 kg,GEO,"Syracuse 3A, 3B, 3C"
USA,Communication,PanAmSat,Orbital Sciences Corporation (OSC),"20-24 C-band transponders, WAAS payload",Star-2 Bus,IHI BT-4,"2 deployable solar arrays, batteries",15 years,"2033 kg (launch), 885 kg (dry)",GEO,Galaxy 15
India,Communication,Insat,ISRO,"12 Ku-band transponders, 12 C-band transponders",I-3K (I-3000) Bus,440 Newton thrust liquid apogee motor,"2 deployable solar arrays, batteries",12 years,"3081 kg (#4A); 3028 kg (#4B), 1335 kg (dry)",GEO,"Insat 4A, 4B"
Europe,Meteorology,"ESA, EUMETSAT",Alcatel Space,"SERVI, GERB",Spin stabilized,2 × S400,"Solar cells (body mounted), batteries",,2000 kg,GEO,"MSG 1, 2, 3, 4 (Meteosat 8, 9, 10, 11)"
USA,Communication,PanAmSat → Intelsat,Orbital Sciences Corporation (OSC),18 Ku-band and 16 C-band transponders,Star-2 Bus,IHI BT-4,"2 deployable solar arrays, batteries",15 years,2491 kg (launch),GEO,Intelsat 11 (IS 11)
Australia,Communication,"Optus Networks, Pty.",Orbital Sciences Corporation (OSC),24 (+8) Ku-band transponders,Star-2.4 Bus,IHI BT-4,"2 deployable solar arrays, batteries",15 years,"2401 kg (#D2), 2501 kg (#D3)",GEO,"Optus D2, D3"
International,Communication,RascomStar-QAF,Alcatel Alenia Space (formerly Alcatel Space),"12 Ku-band transponders, 8 C-band transponders",Spacebus-4000B3,S400,"2 deployable solar arrays, batteries",15 years planned (#1 only 2 years after Helium leak),3160 kg (#1); 3050 kg (#1R),GEO,"RASCOM-QAF 1, 1R"
USA,Communication,"PanAmSat → Intelsat, JSat",Orbital Sciences Corporation (OSC),20 active Ku-band transponders,Star-2 Bus,IHI BT-4,"2 deployable solar arrays, batteries",15 years,2304 kg (launch),GEO,Horizons 2
France,"Reconnaissance, electro-optical",DGA,Astrium,?,SPOT Mk.3,?,"Deployable solar array, batteries",,4200 kg,"666 km × 683 km, 98.08° (#1); 670 km × 685 km, 98.10° (#2)","Helios 2A, 2B"
USA,Pluto flyby,NASA,Johns Hopkins University Applied Physics Laboratory (APL),"LORRI, MVIC, LEISA, ALICE, SWAP, PEPSSI, REX","spin or 3-axis stabilized body, high gain antenna, RTG",Star-48B kick motor (jetisonable),RTG,10 - 15 years (primary mission),"478 kg (without kick motor),",Solar escape,New Horizons (New Frontiers 1)
USA,Jupiter polar orbiter,NASA Jet Propulsion Laboratory,"Lockheed Martin Space Systems, Denver",see above,"Spin stabilized, 3 solar panels",LEROS-1b,"3 deployable fixed solar arrays, batteries",,3625 kg,"Heliocentric, later jovicentric",Juno (New Frontiers 2)
USA,Comsat,US Navy,"Lockheed Martin (Prime), Boeing, General Dynamics",?,A2100M,IHI BT-4,"2 deployable solar arrays, batteries",15 years,6740 kg; 3812 kg (dry),GEO,"MUOS 1, 2, 3, 4, 5"
USA,Comsat,US Navy,"Lockheed Martin (Prime), Boeing, General Dynamics",?,A2100M,IHI BT-4,"2 deployable solar arrays, batteries",15 years,6740 kg; 3812 kg (dry),GEO,"MUOS 1, 2, 3, 4, 5"
USA,Comsat,US Navy,"Lockheed Martin (Prime), Boeing, General Dynamics",?,A2100M,IHI BT-4,"2 deployable solar arrays, batteries",15 years,6740 kg; 3812 kg (dry),GEO,"MUOS 1, 2, 3, 4, 5"
USA,Comsat,US Navy,"Lockheed Martin (Prime), Boeing, General Dynamics",?,A2100M,IHI BT-4,"2 deployable solar arrays, batteries",15 years,6740 kg; 3812 kg (dry),GEO,"MUOS 1, 2, 3, 4, 5"
USA,Comsat,US Navy,"Lockheed Martin (Prime), Boeing, General Dynamics",?,A2100M,IHI BT-4,"2 deployable solar arrays, batteries",15 years,6740 kg; 3812 kg (dry),GEO,"MUOS 1, 2, 3, 4, 5"
USA,Communications,US Air Force (USAF) → US Space Force (USSF),Boeing,,BSS-702SP ?,,"Deployable solar arrays, batteries",,2000 - 3000 kg,Geostationary,"CBAS 1, 2"
USA,Technology,AFRL,Orbital Sciences Corporation (OSC) → Orbital ATK,"HTI-SpX, Mycroft, CEASE-III-RR, ISAL, ARMOR",Eagle-Bus ESPA (ESPAStar),?,"Deployable solar array, batteries",1 year,,"38992 km × 38992 km, 0.0°",EAGLE
USA,Technology,AFRL,AFRL; Orbital ATK (bus),,ESPASat,,"Deployable solar array, batteries",,~100 kg,"38992 km × 38992 km, 0.0°",Mycroft
USA,Technology,AFRL ?,AFRL ?,,,,"Deployable solar array, batteries",,,"38992 km × 38992 km, 0.0°",USA 286
USA,Technology,AFRL ?,AFRL ?,,,,"Deployable solar array, batteries",,,"38992 km × 38992 km, 0.0°",USA 287
USA,Comsat,US Air Force (USAF) → US Space Force (USSF),"Lockheed Martin (Bus), Northrop Grumman (ex TRW) (Payload)",?,A2100M,"IHI BT-4, 4 × XR-5 Hall Current Thrusters","2 deployable 5 segment solar arrays, batteries",14 years,6168 kg,GEO,"AEHF 1, 2, 3, 4, 5, 6"
USA,Comsat,US Air Force (USAF) → US Space Force (USSF),"Lockheed Martin (Bus), Northrop Grumman (ex TRW) (Payload)",?,A2100M,"IHI BT-4, 4 × XR-5 Hall Current Thrusters","2 deployable 5 segment solar arrays, batteries",14 years,6168 kg,GEO,"AEHF 1, 2, 3, 4, 5, 6"
USA,Calibration,US Air Force (USAF) SMC,Parsons ? (#1); Georgia Institute of Technology (#2),?,CubeSat (12U),None,None,,,"208 km × 35264 km, 26.17° (#1); 200 km × 35459 km, 26.50° (#2)","TDO 1, 2, 3, 4"
USA,Comsat,US Air Force (USAF) → US Space Force (USSF),"Lockheed Martin (Bus), Northrop Grumman (ex TRW) (Payload)",?,A2100M,"IHI BT-4, 4 × XR-5 Hall Current Thrusters","2 deployable 5 segment solar arrays, batteries",14 years,6168 kg,GEO,"AEHF 1, 2, 3, 4, 5, 6"
USA,Calibration,US Air Force (USAF) SMC,Parsons ? (#1); Georgia Institute of Technology (#2),?,CubeSat (12U),None,None,,,"208 km × 35264 km, 26.17° (#1); 200 km × 35459 km, 26.50° (#2)","TDO 1, 2, 3, 4"
USA,Technology,US Air Force (USAF) STP (Space Test Program),Northrop Grumman Innovation Systems (NGIS) (formerly Orbital ATK),"SABRS-3, LCRD, CEASE, FalconSEED, RHEME, SENSER, SIRI, UVSC Pathfinder, ?",A-500 bus,12 × 22 N REAs,"2 deployable solar arrays, batteries",8-10 years,2572 kg,GEO,STPSat 6
USA,Technology,AFRL,Orbital ATK → Northrop Grumman,,Eagle-Bus ESPA (ESPAStar-D),?,"Deployable solar array, batteries",1 year,,GEO,"LDPE 1, 2, 3A (ROOSTER 1, 2, 3A)"
USA,Technology,Air Force Research Laboratory (AFRL),Air Force Research Laboratory (AFRL) (payload); Blue Canyon Technologies (BCT) (bus),,CubeSat (12U),?,"2 deployable solar arrays, solar cells, batteries",,,GEO,Ascent
USA,Space surveillance,"Space and Missile Systems Center (SMC), NRO",,,,,,,,,Silentbarker
USA,Communication,ViaSat Inc.,Boeing Satellite Systems (bus); ViaSat Inc. (payload),Ka-Band payload,BSS-702MP+,?,"2 deployable solar arrays, batteries",15 years,"6418 kg (#3.1); ~6400 kg (#3.2, 3.3)",GEO,"ViaSat 3.1, 3.2, 3.3 (ViaSat 3 Americas, APAC, EMEA)"
USA,Experimental,U.S. Air Force Academy,U.S. Air Force Academy,,,?,"Solar cells, batteries",,19.5 kg,"400 km × 500 km, 39°",FalconSat 2
USA,Vehicle evaluation,SpaceX,SpaceX,?,experiments bolted to upper stage,None,Batteries,,,,Demosat (LCT2 / AFSS)
Luxembourg,Communication (Direct Broadcasting),SES Astra,Lockheed Martin,32 Ku-band transponders,A2100AXS,LEROS-1c,"2 deployable solar arrays, batteries",15 years,4332 kg,GEO,Astra 1KR
USA,"SIGINT, early warning",NRO,Boeing ?,?,?,?,,,~ 3900 - 4500 kg,"1111 km × 37594, 62.4° (#1); 1112 km × 37580 km, 63.6° (#2)","Trumpet 4, 5 / SBIRS HEO-1, 2"
USA,"Ocean Surveillance, ELINT",US Navy,Lockheed Martin,?,?,?,"Solar arrays, batteries",,~ 6500 kg each pair,"1100 km × 1100 km, 63°","Intruder 5, ..., 12 (NOSS-3 1, ..., 8)"
USA,Comet sample return,University of Arizona for NASA,"Lockheed Martin Space Systems, Denver",see above; reentry capsule,,,"2 deployable fixed solar arrays, batteries",+ 7 years,1528 kg,Heliocentric,OSIRIS-REx (New Frontiers 3)
USA,Early Warning,US Air Force (USAF) → US Space Force (USSF),Lockheed Martin,2 SBIRS sensors (scanning and staring),A2100M,LEROS-1c,"2 deployable solar arrays, batteries",12 years,~ 4500 kg,GEO,"SBIRS-GEO 1, 2, 3, 4"
"Europe, USA",Solar orbiter,"ESA, NASA",Airbus Defence and Space,"EPD, Mag, RPW, SWA, EUI, METIS, PHI, SoloHi, SPICE, STIX",,?,"2 deployable solar arrays, batteries",7 years (including cruise phase),1800 kg,heliocentric,Solar Orbiter (SolO)
China,Earth observation (radar),,SAST,,,,"Deployable solar array, batteries",,2700 kg,"601 km × 621 km, 97.8° (#1); 613 km × 623 km, 97.9° (#3); 601 km × 621 km, 97.8° (#10); 615 km × 619 km, 97.8° (#29)","Yaogan 1, 3, 10 (JB-5 1, 2, 3)"
China,Earth observation (radar),,SAST,,,,"Deployable solar array, batteries",,2700 kg,"601 km × 621 km, 97.8° (#1); 613 km × 623 km, 97.9° (#3); 601 km × 621 km, 97.8° (#10); 615 km × 619 km, 97.8° (#29)","Yaogan 1, 3, 10 (JB-5 1, 2, 3)"
China,Meteorology,National Satellite Meteorological Centre,SAST,,,,"Deployable solar array, batteries",3 years (4 years goal),2250 kg,"806 km × 810 km, 98.8°","FY 3A, 3B, 3C, 3D, 3E, 3F, 3H, 3J"
China,Earth observation,,SAST,,,,"2 deployable solar arrays, batteries",,1040 kg,"1200 km × 1212 km, 100.5° (#8); 1198 km × 1204 km, 100.2° (#15); 1119 km × 1204 km, 100.4° (#19); 1196 km × 1209 km, 100.3° (#22)","Yaogan 8, 15, 19, 22, 27 (JB-9 1, 2, 3, 4, 5)"
China,Communication amateur radio,,,,,,"Solar cells, batteries",,50 kg,"1193 km × 1204 km, 100.50°","XW 1 (CAS 1, HO 68, Hope-OSCAR 68)"
China,Earth observation,,CAST,,,,"2 deployable solar arrays, batteries",,,"1089 km × 1107 km, 63.4° (#9); 1085 km × 1096 km, 63.4° (#16); 1060 km × 1119 km, 63.4° (#17); 1086 km × 1092 km, 63.4° (#20); 1088 km × 1097 km, 63.41° (#25); 1087 km × 1098 km, 63.41° (#31)","Yaogan 9, 16, 17, 20, 25, 31 (JB-8 1, 2, 3, 4, 5, 6)"
China,Earth observation (radar),,SAST,,,,"Deployable solar array, batteries",,2700 kg,"601 km × 621 km, 97.8° (#1); 613 km × 623 km, 97.9° (#3); 601 km × 621 km, 97.8° (#10); 615 km × 619 km, 97.8° (#29)","Yaogan 1, 3, 10 (JB-5 1, 2, 3)"
China,Meteorology,National Satellite Meteorological Centre,SAST,,,,"Deployable solar array, batteries",3 years (4 years goal),2250 kg,"806 km × 810 km, 98.8°","FY 3A, 3B, 3C, 3D, 3E, 3F, 3H, 3J"
China,Earth observation,,SAST,,,,"2 deployable solar arrays, batteries",,1040 kg,"1200 km × 1212 km, 100.5° (#8); 1198 km × 1204 km, 100.2° (#15); 1119 km × 1204 km, 100.4° (#19); 1196 km × 1209 km, 100.3° (#22)","Yaogan 8, 15, 19, 22, 27 (JB-9 1, 2, 3, 4, 5)"
China,Earth observation,,CAST,,,,"2 deployable solar arrays, batteries",,,"1089 km × 1107 km, 63.4° (#9); 1085 km × 1096 km, 63.4° (#16); 1060 km × 1119 km, 63.4° (#17); 1086 km × 1092 km, 63.4° (#20); 1088 km × 1097 km, 63.41° (#25); 1087 km × 1098 km, 63.41° (#31)","Yaogan 9, 16, 17, 20, 25, 31 (JB-8 1, 2, 3, 4, 5, 6)"
China,Technology,,SAST,,,,,,,,SJ 15
China,Technology,,DFH Satellite Co. Ltd of CAST,,CAST3000,,,,204 kg,"543 km × 619 km, 97.30°","SY 7A, 7B"
China,Technology,,DFH Satellite Co. Ltd of CAST,,CAST3000,,,,204 kg,"543 km × 619 km, 97.30°","SY 7A, 7B"
China,Communication,CAS,CAS,,,,"Solar cells, batteries",,,"666 km × 672 km, 98.06°",CX 3
China,Earth observation,,CAST,,,,"2 deployable solar arrays, batteries",,,"1089 km × 1107 km, 63.4° (#9); 1085 km × 1096 km, 63.4° (#16); 1060 km × 1119 km, 63.4° (#17); 1086 km × 1092 km, 63.4° (#20); 1088 km × 1097 km, 63.41° (#25); 1087 km × 1098 km, 63.41° (#31)","Yaogan 9, 16, 17, 20, 25, 31 (JB-8 1, 2, 3, 4, 5, 6)"
China,Meteorology,National Satellite Meteorological Centre,SAST,,,,"Deployable solar array, batteries",3 years (4 years goal),2250 kg,"806 km × 810 km, 98.8°","FY 3A, 3B, 3C, 3D, 3E, 3F, 3H, 3J"
China,Earth observation,,SAST,,,,"2 deployable solar arrays, batteries",,1040 kg,"1200 km × 1212 km, 100.5° (#8); 1198 km × 1204 km, 100.2° (#15); 1119 km × 1204 km, 100.4° (#19); 1196 km × 1209 km, 100.3° (#22)","Yaogan 8, 15, 19, 22, 27 (JB-9 1, 2, 3, 4, 5)"
China,Earth observation,,CAST,,,,"2 deployable solar arrays, batteries",,,"1089 km × 1107 km, 63.4° (#9); 1085 km × 1096 km, 63.4° (#16); 1060 km × 1119 km, 63.4° (#17); 1086 km × 1092 km, 63.4° (#20); 1088 km × 1097 km, 63.41° (#25); 1087 km × 1098 km, 63.41° (#31)","Yaogan 9, 16, 17, 20, 25, 31 (JB-8 1, 2, 3, 4, 5, 6)"
China,Earth observation,,SAST,,,,"2 deployable solar arrays, batteries",,1040 kg,"1200 km × 1212 km, 100.5° (#8); 1198 km × 1204 km, 100.2° (#15); 1119 km × 1204 km, 100.4° (#19); 1196 km × 1209 km, 100.3° (#22)","Yaogan 8, 15, 19, 22, 27 (JB-9 1, 2, 3, 4, 5)"
China,Earth observation,,CAST,,,,"2 deployable solar arrays, batteries",,,"1089 km × 1107 km, 63.4° (#9); 1085 km × 1096 km, 63.4° (#16); 1060 km × 1119 km, 63.4° (#17); 1086 km × 1092 km, 63.4° (#20); 1088 km × 1097 km, 63.41° (#25); 1087 km × 1098 km, 63.41° (#31)","Yaogan 9, 16, 17, 20, 25, 31 (JB-8 1, 2, 3, 4, 5, 6)"
China,Earth observation,,SAST,,,,"2 deployable solar arrays, batteries",,1040 kg,"1200 km × 1212 km, 100.5° (#8); 1198 km × 1204 km, 100.2° (#15); 1119 km × 1204 km, 100.4° (#19); 1196 km × 1209 km, 100.3° (#22)","Yaogan 8, 15, 19, 22, 27 (JB-9 1, 2, 3, 4, 5)"
China,Earth observation (radar),,SAST,,,,"2 deployable solar arrays, batteries",,,"615 km × 619 km, 97.8° (#29); 682 km × 686 km, 98.3° (#33R)","Yaogan 29, 33, 33R"
China,Earth observation,,CAST,Multi-polarized C-band SAR,CS-L3000B,,"2 deployable solar arrays, batteries",8 years,2950 kg,"735 km ×  747 km, 98.4°",Gaofen 3 (GF 3)
China,Earth observation,,SAST,,,,"Solar arrays, batteries",,,,"Gaofen 10, 10R (GF 10, 10R)"
China,Meteorology,National Satellite Meteorological Centre,SAST,,,,"Deployable solar array, batteries",3 years (4 years goal),2250 kg,"806 km × 810 km, 98.8°","FY 3A, 3B, 3C, 3D, 3E, 3F, 3H, 3J"
China,"Communication M2M/IoT, traffic monitoring",HEAD Aerospace,SAST,high performance AIS-receiver,,,"2 deployable solar arrays, batteries",2-3 years,45 kg,"796 km × 809 km, 98.65° (#1); 495 km × 511 km, 97.37° (#2A, 2B); 487 km × 502 km, 97.29° (#4); 484 km × 501 km, 97.32° (#5)","HEAD 1, 2A, 2B, 2C, 2D, 2E, 2F, 3, 4, 5 (Hede 1, 2A, 2B, 2C, 2D, 2E, 2F, 3, 4, 5)"
China,Earth observation,,SAST,,CAST2000 bus,,"2 deployable solar arrays, batteries",6 years,805 kg,"638 km × 642 km, 98.04°","Gaofen 1-02, 03, 04"
China,Earth observation,,SAST,,CAST2000 bus,,"2 deployable solar arrays, batteries",6 years,805 kg,"638 km × 642 km, 98.04°","Gaofen 1-02, 03, 04"
China,Earth observation,,SAST,,CAST2000 bus,,"2 deployable solar arrays, batteries",6 years,805 kg,"638 km × 642 km, 98.04°","Gaofen 1-02, 03, 04"
China,Earth observation,,CAST,,,,"2 deployable solar arrays, batteries",,,"1089 km × 1107 km, 63.4° (#9); 1085 km × 1096 km, 63.4° (#16); 1060 km × 1119 km, 63.4° (#17); 1086 km × 1092 km, 63.4° (#20); 1088 km × 1097 km, 63.41° (#25); 1087 km × 1098 km, 63.41° (#31)","Yaogan 9, 16, 17, 20, 25, 31 (JB-8 1, 2, 3, 4, 5, 6)"
China,Technology ?,Shanghai Micro Satellite Engineering Center,,,CubeSat (6U),,,,,"594 km × 601 km, 35.00° (#1A); 1085 km × 1097 km, 63.41° (#1B)","Weina 1A, 1B, 1C"
China,Earth observation,,SAST,"AHSI, VIMS, GMI, AIUS, EMI, DPCX (#5, #5-02)",SAST-5000B,,"Deployable solar array, batteries",8 years,,"677 km × 695 km, 98.12° (#5)","Gaofen 5, 5-02 (GF 5, 5-02)"
China,"Lunar Orbiter, relay, radio astronomy",CNSA,CAST,"Relay payload, NCLE low-frequency radio detector",CAST-100,?,"2 deployable solar arrays, batteries",> 5 years,425 kg,Earth-Moon Lagrange point L2 halo orbit,"Queqiao (Chang'e 4 Relay, CE 4 Relay)"
China,Lunar Orbiter,Harbin Institute of Technology,Harbin Institute of Technology,,,?,"Solar array, batteries",,47 kg,200 km × 9000 km lunar orbit,"DSLWP A1, A2 (Longjiang 1, 2 / LO 93, 94 / Lunar-OSCAR 93, 94)"
China,Lunar Orbiter,Harbin Institute of Technology,Harbin Institute of Technology,,,?,"Solar array, batteries",,47 kg,200 km × 9000 km lunar orbit,"DSLWP A1, A2 (Longjiang 1, 2 / LO 93, 94 / Lunar-OSCAR 93, 94)"
China,Earth observation (radar),,SAST,,,,"2 deployable solar arrays, batteries",,,"615 km × 619 km, 97.8° (#29); 682 km × 686 km, 98.3° (#33R)","Yaogan 29, 33, 33R"
China,Earth observation,,SAST,,,,"Solar arrays, batteries",,,,"Gaofen 10, 10R (GF 10, 10R)"
China,Earth observation,,,,,,"Solar arrays, batteries",,,,"Gaofen 12, 12-02, 12-03"
China,Earth observation (radar),,SAST,,,,"2 deployable solar arrays, batteries",,,"615 km × 619 km, 97.8° (#29); 682 km × 686 km, 98.3° (#33R)","Yaogan 29, 33, 33R"
China,Earth observation (radar),,,,,,"Solar arrays, batteries",,,,Weina 2
China,Earth observation,,CAST,,,,"2 deployable solar arrays, batteries",,,"1089 km × 1107 km, 63.4° (#9); 1085 km × 1096 km, 63.4° (#16); 1060 km × 1119 km, 63.4° (#17); 1086 km × 1092 km, 63.4° (#20); 1088 km × 1097 km, 63.41° (#25); 1087 km × 1098 km, 63.41° (#31)","Yaogan 9, 16, 17, 20, 25, 31 (JB-8 1, 2, 3, 4, 5, 6)"
China,Earth observation,,CAST,,,,"2 deployable solar arrays, batteries",,,"1089 km × 1107 km, 63.4° (#9); 1085 km × 1096 km, 63.4° (#16); 1060 km × 1119 km, 63.4° (#17); 1086 km × 1092 km, 63.4° (#20); 1088 km × 1097 km, 63.41° (#25); 1087 km × 1098 km, 63.41° (#31)","Yaogan 9, 16, 17, 20, 25, 31 (JB-8 1, 2, 3, 4, 5, 6)"
China,Earth observation,,CAST,,,,"2 deployable solar arrays, batteries",,,"1089 km × 1107 km, 63.4° (#9); 1085 km × 1096 km, 63.4° (#16); 1060 km × 1119 km, 63.4° (#17); 1086 km × 1092 km, 63.4° (#20); 1088 km × 1097 km, 63.41° (#25); 1087 km × 1098 km, 63.41° (#31)","Yaogan 9, 16, 17, 20, 25, 31 (JB-8 1, 2, 3, 4, 5, 6)"
China,Earth observation,,,,,,"Solar arrays, batteries",,,,"Gaofen 12, 12-02, 12-03"
China,Earth observation,,SAST,,,,"Solar arrays, batteries",,,"1083 km × 1105 km, 63.38°",Yaogan 34
